개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,욕실수,발한실여부,좌석수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부
3220000,3220000-202-1987-00348,19871223,,01,영업/정상,01,영업,,,,,02 5080350,630.64,135835,서울특별시 강남구 대치동 606-1번지 지하1층 ,서울특별시 강남구 남부순환로 2941 (대치동, 지하1층),06280,알파 사우나,20140502160947,I,2018-08-31 23:59:59.0,공동탕업,205394.092661223    ,443559.8544451      ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1988-00183,19880614,,03,폐업,02,폐업,20161122,,,,0205550501,508.60,135915,서울특별시 강남구 역삼동 676번지 ,서울특별시 강남구 테헤란로 237 (역삼동),,사우나(남),20160427145558,I,2018-08-31 23:59:59.0,공동탕업,203599.062771687    ,444556.062267296    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1988-00184,19880614,,03,폐업,02,폐업,20161122,,,,0205550501,189.20,135915,서울특별시 강남구 역삼동 676-0번지 ,서울특별시 강남구 테헤란로 237 (역삼동),,사우나(여),20160427150133,I,2018-08-31 23:59:59.0,공동탕업,203599.062771687    ,444556.062267296    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1988-00185,19881220,,03,폐업,02,폐업,19981112,,,,02 5557575,247.59,135876,서울특별시 강남구 삼성동 141-10번지 ,,,그린그래스,20021125000000,I,2018-08-31 23:59:59.0,한증막업,204369.881017555    ,444844.447866296    ,한증막업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1988-00186,19880923,,03,폐업,02,폐업,19950320,,,,02 5555656,498.00,135090,서울특별시 강남구 삼성동 159-1번지 ,,,메트로폴리탄헬스크럽,20010803000000,I,2018-08-31 23:59:59.0,한증막업,205340.631121567    ,445354.571117445    ,한증막업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1988-00187,19880923,,03,폐업,02,폐업,20030220,,,,0205555656,341.00,135090,서울특별시 강남구 삼성동 159-1번지 ,,,메트로폴리탄헬스크럽,20030302000000,I,2018-08-31 23:59:59.0,한증막업,205340.631121567    ,445354.571117445    ,한증막업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1988-00190,19881220,,03,폐업,02,폐업,19980930,,,,02 5557575,150.48,135876,서울특별시 강남구 삼성동 141-10번지 ,,,그린그래스증기탕,20020314000000,I,2018-08-31 23:59:59.0,목욕장업 기타,204369.881017555    ,444844.447866296    ,목욕장업 기타,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1988-00195,19880901,,01,영업/정상,01,영업,,,,,0260069136,1,537.30,135952,서울특별시 강남구 청담동 52-3번지 지상1층 ,서울특별시 강남구 도산대로 536 (청담동,지상1층),06071,호텔프리마(주)포세이돈,20070222000000,I,2018-08-31 23:59:59.0,공동탕업,204549.998846316    ,446895.028902481    ,공동탕업,,,,,,,,,,N,,소송진행건으로 폐업 및 지위승계불가,,,,,,,,,N
3220000,3220000-202-1988-00212,19880104,,03,폐업,02,폐업,19931004,,,,0205524871,313.57,135848,서울특별시 강남구 대치동 962-15번지 ,,,대연,19990202000000,I,2018-08-31 23:59:59.0,한증막업,205237.975775786    ,444423.646891638    ,한증막업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1988-00243,19881112,,03,폐업,02,폐업,20010831,,,,02 5439350,.00,135950,서울특별시 강남구 청담동 35-10번지 ,,,강남탕,20011115000000,I,2018-08-31 23:59:59.0,공동탕업,204035.587283543    ,446320.949969796    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1988-00276,19880503,,03,폐업,02,폐업,19961107,,,,02 5437058,665.19,135920,서울특별시 강남구 역삼동 720-28번지 ,,,아리랑장,20010803000000,I,2018-08-31 23:59:59.0,공동탕업,,,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1988-00278,19880902,,03,폐업,02,폐업,20020830,,,,0205628314,1,192.66,135835,서울특별시 강남구 대치동 210-0번지 ,,,금강,20021006000000,I,2018-08-31 23:59:59.0,공동탕업,205354.99147349     ,443816.356067523    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1988-00282,19880908,,03,폐업,02,폐업,19960701,,,,0205526301,218.36,135857,서울특별시 강남구 도곡동 542-2번지 ,,,데미안,20020824000000,I,2018-08-31 23:59:59.0,공동탕업,203739.7615536      ,443388.162252888    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1988-00297,19880113,,03,폐업,02,폐업,20030220,,,,0205578028,481.69,135877,서울특별시 강남구 삼성동 143-23번지 ,,,용정,20030228000000,I,2018-08-31 23:59:59.0,공동탕업,204674.675          ,444962.07           ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1988-00327,19880801,,03,폐업,02,폐업,20030820,,,,0205447657,741.96,135957,서울특별시 강남구 청담동 132-16번지 ,,,(주)청구실업,20030821000000,I,2018-08-31 23:59:59.0,공동탕업,205004.086672612    ,446564.659683453    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1988-00349,19880127,,03,폐업,02,폐업,19990116,,,,02,855.62,135819,서울특별시 강남구 논현동 96-0번지 ,,,논현탕,19990204000000,I,2018-08-31 23:59:59.0,공동탕업,203173.202356912    ,446564.894133439    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1988-00350,19881103,,03,폐업,02,폐업,20170718,,,,02 5670281,821.27,135838,서울특별시 강남구 대치동 623-0번지 ,서울특별시 강남구 남부순환로 2921 (대치동),06280,남서울탕,20170718112057,I,2018-08-31 23:59:59.0,공동탕업,205209.747122636    ,443490.817333221    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1988-00351,19881110,,03,폐업,02,폐업,20001002,,,,0205578795,470.18,135928,서울특별시 강남구 역삼동 779-4번지 ,,,정웅탕,20001002000000,I,2018-08-31 23:59:59.0,공동탕업,203934.641380193    ,443794.855203757    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1988-00352,19881226,,01,영업/정상,01,영업,,,,,0205671537,1,069.00,135935,서울특별시 강남구 역삼동 828-10번지 ,서울특별시 강남구 논현로79길 72 (역삼동),06239,올림피아목욕탕,20190612143130,U,2019-06-14 02:40:00.0,공동탕업,202849.232289268    ,443764.881624428    ,공동탕업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,,,N
3220000,3220000-202-1988-00353,19880923,,03,폐업,02,폐업,20020531,,,,0205169196,1,128.40,135892,서울특별시 강남구 신사동 585-1번지 ,,,가이아사우나,20020824000000,I,2018-08-31 23:59:59.0,공동탕업,202378.390574465    ,446705.197148871    ,공동탕업,0,0,0,,0,,0,0,0,Y,0,,,,,,,,,,N
3220000,3220000-202-1989-00191,19890201,,03,폐업,02,폐업,19980930,,,,02 5571221,.00,135907,서울특별시 강남구 역삼동 604-11번지 ,,,삼정증기탕,20020314000000,I,2018-08-31 23:59:59.0,목욕장업 기타,202699.226067088    ,444846.764226016    ,목욕장업 기타,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1989-00211,19890920,,03,폐업,02,폐업,20111027,,,,02 5449380,168.00,135901,서울특별시 강남구 압구정동 436-0번지 외7 지하1층 ,,,미성쑥탕,20090713115220,I,2018-08-31 23:59:59.0,한증막업,202146.567725691    ,447649.978394541    ,한증막업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1989-00280,19890413,,03,폐업,02,폐업,19990605,,,,0205673336,532.88,135881,서울특별시 강남구 삼성동 166-4번지 ,,,성광탕,19990605000000,I,2018-08-31 23:59:59.0,공동탕업,205686.697494217    ,445592.032748014    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1989-00283,19891004,,03,폐업,02,폐업,20030220,,,,02 5570857,448.20,135502,서울특별시 강남구 대치동 997-9번지 ,,,삼호,20030228000000,I,2018-08-31 23:59:59.0,공동탕업,205779.007717662    ,445168.64422918     ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1989-00291,19890520,,03,폐업,02,폐업,20100716,,,,02 5496100,991.70,135120,서울특별시 강남구 신사동 505-7번지 ,8,10 ,,,코스모사우나,20100719102839,I,2018-08-31 23:59:59.0,공동탕업,201621.76711437     ,446540.474919442    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1989-00292,19890928,,01,영업/정상,01,영업,,,,,02 5497982,182.01,135010,서울특별시 강남구 논현동 206-6번지 ,7,8 ,서울특별시 강남구 봉은사로25길 5 (논현동,,7,8),06122,수토피아불가마사우나패밀리클래스,20141105114023,I,2018-08-31 23:59:59.0,공동탕업,202790.401001852    ,445027.697310481    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1989-00353,19890118,,03,폐업,02,폐업,20200513,,,,02 4512612,1,018.91,135210,서울특별시 강남구 율현동 300-47번지 ,서울특별시 강남구 밤고개로24길 61 (율현동),06377,율곡탕,20200513120636,U,2020-05-15 02:40:00.0,공동탕업,209260.799930773    ,440934.812128081    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1990-00176,19900622,,03,폐업,02,폐업,19960920,,,,02   00000,296.89,135821,서울특별시 강남구 논현동 114-0번지 ,,,ABC스포츠가든,19990204000000,I,2018-08-31 23:59:59.0,목욕장업 기타,203107.189301648    ,446076.805415494    ,목욕장업 기타,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1990-00270,19900901,,03,폐업,02,폐업,19950526,,,,02 0000000,432.50,135878,서울특별시 강남구 삼성동 151-7번지 ,,,다이야몬드,19990204000000,I,2018-08-31 23:59:59.0,공동탕업,204849.998753087    ,445280.596880852    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1990-00294,19900413,,01,영업/정상,01,영업,,,,,02 5621640,938.27,135500,서울특별시 강남구 대치동 1024-4번지 ,서울특별시 강남구 도곡로 418 (대치동),06278,오성불한증막,20160610124422,I,2018-08-31 23:59:59.0,공동탕업,204905.25124749     ,443868.326783202    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1991-00171,19911125,,03,폐업,02,폐업,20040804,,,,02 5146212,639.85,135868,서울특별시 강남구 삼성동 45-10번지 (지하) ,,,자이안트,20021127000000,I,2018-08-31 23:59:59.0,공동탕업,204324.263443033    ,445580.187539001    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1991-00213,19910206,,03,폐업,02,폐업,19970920,,,,02 5640947,295.07,135917,서울특별시 강남구 역삼동 689-3번지 ,,,클라라,20010803000000,I,2018-08-31 23:59:59.0,한증막업,203555.136683582    ,444928.030086738    ,한증막업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1991-00267,19910314,,03,폐업,02,폐업,20160825,,,,02 5602727,1,580.83,135513,서울특별시 강남구 역삼동 701번지 ,서울특별시 강남구 언주로 508 (역삼동),06152,상록스포렉스,20070222000000,I,2018-08-31 23:59:59.0,공동탕업,203746.537598441    ,444628.07813453     ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1991-00268,19910608,,03,폐업,02,폐업,20000425,,,,02 5615204,357.00,135834,서울특별시 강남구 대치동 66-0번지 쌍용종합상 가동 지하호,,,강남탕,20020625000000,I,2018-08-31 23:59:59.0,공동탕업,206228.074633143    ,443988.386409621    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1991-00269,19910801,,03,폐업,02,폐업,19990101,,,,02 5669784,646.09,135846,서울특별시 강남구 대치동 945-11번지 ,,,진주목욕탕,20021006000000,I,2018-08-31 23:59:59.0,공동탕업,205430.675401509    ,445034.546016578    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1991-00271,19910924,,03,폐업,02,폐업,20010615,,,,0200000000,774.06,135928,서울특별시 강남구 역삼동 769-7번지 .13 ,,,수정탕,20030207000000,I,2018-08-31 23:59:59.0,공동탕업,203504.279001895    ,443769.38050993     ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1991-00272,19911012,,03,폐업,02,폐업,20031017,,,,02 5662292,826.09,135513,서울특별시 강남구 역삼동 702-13번지 성지하이츠 지하2층 ,,, 성지사우나,20031017000000,I,2018-08-31 23:59:59.0,공동탕업,203931.098064589    ,444622.849264371    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1991-00273,19911119,,03,폐업,02,폐업,20090708,,,,0205121151,317.73,135830,서울특별시 강남구 논현동 242-49번지 ,,,영목욕탕,20010803000000,I,2018-08-31 23:59:59.0,공동탕업,203594.972677291    ,445889.296425863    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1991-00275,19911218,,03,폐업,02,폐업,20010410,,,,02,338.02,135811,서울특별시 강남구 논현동 16-47번지 ,,,전원목욕탕,20010410000000,I,2018-08-31 23:59:59.0,공동탕업,201889.137511987    ,445895.963116576    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1991-00285,19910213,,03,폐업,02,폐업,20020830,,,,02 5693829,1,235.36,135839,서울특별시 강남구 대치동 889-47번지 ,,,(주)나산씨엘씨,20021006000000,I,2018-08-31 23:59:59.0,공동탕업,204353.139588107    ,444636.716818796    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1991-00287,19910205,,01,영업/정상,01,영업,,,,,02 5428203,195.00,135545,서울특별시 강남구 논현동 201-1,서울특별시 강남구 봉은사로1길 6 (논현동),06120,마린,20200721120721,U,2019-12-06 22:03:00.0,공동탕업,202162.281625975,444783.30832928,,,,,,,,,,,,,,,,,,,,,,
3220000,3220000-202-1991-00288,19910208,,03,폐업,02,폐업,20100928,,,,02 5760129,231.00,135240,서울특별시 강남구 개포동 1206번지 ,1206-1 ,,,개원,20100713160222,I,2018-08-31 23:59:59.0,공동탕업,204322.232548149    ,441761.986429568    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1991-00296,19910131,,03,폐업,02,폐업,20010417,,,,0205144094,536.98,135896,서울특별시 강남구 신사동 638-13번지 ,,,쌍봉목욕탕,20010417000000,I,2018-08-31 23:59:59.0,공동탕업,202962.441804948    ,447371.866295615    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1992-00182,19920721,,03,폐업,02,폐업,20080520,,,,02 5143535,321.72,135957,서울특별시 강남구 청담동 129번지 ,,,엘루이관광호텔,20050318000000,I,2018-08-31 23:59:59.0,공동탕업,204727.226766126    ,447092.815391301    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1992-00192,19920401,,03,폐업,02,폐업,19980930,,,,0205413111,142.79,135952,서울특별시 강남구 청담동 53-7번지 ,,,호텔리베라증기탕,20011115000000,I,2018-08-31 23:59:59.0,목욕장업 기타,204714.758457103    ,446852.078363788    ,목욕장업 기타,5,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1992-00223,19921130,,03,폐업,02,폐업,19970523,,,,02   00000,348.13,135517,서울특별시 강남구 청담동 94-6번지 ,,,청담탕,20010803000000,I,2018-08-31 23:59:59.0,공동탕업,203835.142360702    ,447017.630661582    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1992-00236,19920111,,03,폐업,02,폐업,19991001,,,,02 5530101,284.60,135998,서울특별시 강남구 대치동 936-21번지 ,,,그랜드대중탕,19991001000000,I,2018-08-31 23:59:59.0,공동탕업,204684.835473344    ,443941.373629589    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1992-00239,19920128,,03,폐업,02,폐업,19950411,,,,02   00000,964.53,135545,서울특별시 강남구 논현동 203-0번지 ,,,거평목욕탕,20010803000000,I,2018-08-31 23:59:59.0,공동탕업,202422.404397085    ,444877.223579374    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1992-00242,19920227,,03,폐업,02,폐업,19970404,,,,02   00000,353.99,135996,서울특별시 강남구 논현동 208-1번지 ,,,동성목욕탕,19990205000000,I,2018-08-31 23:59:59.0,공동탕업,202760.546794554    ,445754.589958516    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1992-00259,19920104,,03,폐업,02,폐업,20020430,,,,0205646781,886.10,135936,서울특별시 강남구 역삼동 832-7번지 ,,,황화대중탕,20020626000000,I,2018-08-31 23:59:59.0,공동탕업,202667.551184905    ,443299.218136257    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1992-00260,19920423,,03,폐업,02,폐업,20000401,,,,0200000000,333.60,135819,서울특별시 강남구 논현동 98-6번지 ,,,우미탕,20000401000000,I,2018-08-31 23:59:59.0,공동탕업,203034.658805791    ,446445.535888377    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1992-00261,19920922,,03,폐업,02,폐업,20041221,,,,02 5563132,1,053.37,135937,서울특별시 강남구 역삼동 837-26번지 ,,,삼일대중목욕탕,20021121000000,I,2018-08-31 23:59:59.0,공동탕업,202803.137561335    ,443189.823482655    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1992-00262,19921019,,03,폐업,02,폐업,20030220,,,,02 5580455,443.00,135878,서울특별시 강남구 삼성동 153-3번지 ,,,설악대중사우나,20030228000000,I,2018-08-31 23:59:59.0,공동탕업,204930.488406761    ,445415.936976217    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1992-00263,19921208,,03,폐업,02,폐업,20030515,,,,02 5182658,1,053.56,135894,서울특별시 강남구 신사동 609-1번지 ,,,미승탕,20030515000000,I,2018-08-31 23:59:59.0,공동탕업,202534.55           ,447079.205          ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1992-00266,19920114,,03,폐업,02,폐업,20021017,,,,0205154749,476.07,135892,서울특별시 강남구 신사동 587-23번지 ,,,동호대중탕,20021026000000,I,2018-08-31 23:59:59.0,공동탕업,202502.111899175    ,446464.940373234    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1993-00179,19930915,,03,폐업,02,폐업,19980803,,,,02   00000,267.14,135907,서울특별시 강남구 역삼동 603-0번지 ,,,노보텔앰버서더서울(남탕),20030306000000,I,2018-08-31 23:59:59.0,목욕장업 기타,202482.701418444    ,444787.812950605    ,목욕장업 기타,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1993-00193,19930526,,03,폐업,02,폐업,19980930,,,,02 000 000,327.95,135824,서울특별시 강남구 논현동 151-30번지 ,,,힐탑호텔증기탕,20020314000000,I,2018-08-31 23:59:59.0,목욕장업 기타,202708.424437436    ,445478.950854571    ,목욕장업 기타,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1993-00214,19930402,,03,폐업,02,폐업,20060503,,,,02 5494456,171.81,135819,서울특별시 강남구 논현동 98-11번지 ,,,강남한증막,20011115000000,I,2018-08-31 23:59:59.0,한증막업,,,한증막업,2,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1993-00215,19930401,,03,폐업,02,폐업,20110513,,,,02 5155524,163.86,135120,서울특별시 강남구 신사동 528-3번지 ,5,6,7 ,,,영사우나,20071106111305,I,2018-08-31 23:59:59.0,한증막업,201749.456413619    ,446742.828123922    ,한증막업,4,0,,,,,0,0,0,N,0,,,,,0,,,,,N
3220000,3220000-202-1993-00216,19931026,,03,폐업,02,폐업,20040205,,,,02 5523457,290.22,135842,서울특별시 강남구 대치동 976-7번지 황실건물 지하1층 ,,,황실한증막,20021128000000,I,2018-08-31 23:59:59.0,한증막업,205518.25935714     ,444278.539085068    ,한증막업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1993-00217,19931028,,03,폐업,02,폐업,20020530,,,,0205168697,281.26,135954,서울특별시 강남구 청담동 79-17번지 ,,,희타운까슈,20020626000000,I,2018-08-31 23:59:59.0,한증막업,203732.877116765    ,447187.183943078    ,한증막업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1993-00246,19931011,,03,폐업,02,폐업,20020131,,,,0205631669,449.99,135848,서울특별시 강남구 대치동 962-15번지 ,,,대연대중목욕탕,20021006000000,I,2018-08-31 23:59:59.0,공동탕업,205237.975775786    ,444423.646891638    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1993-00247,19931216,,03,폐업,02,폐업,20000131,,,,0234525569,282.35,135515,서울특별시 강남구 역삼동 787-9번지 ,,,인창목욕탕,20020824000000,I,2018-08-31 23:59:59.0,공동탕업,203779.596981124    ,443484.299573914    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1993-00255,19930201,,01,영업/정상,01,영업,,,,,02 4596332,226.01,135938,서울특별시 강남구 일원동 711번지 도시개발 ,서울특별시 강남구 양재대로55길 10 (일원동),06341,대청종합사회복지관탕,20140310115612,I,2018-08-31 23:59:59.0,공동탕업,207914.471699463    ,443385.050640776    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1993-00256,19930524,,03,폐업,02,폐업,20170630,,,,02 5497594,969.33,135824,서울특별시 강남구 논현동 158-1번지 ,서울특별시 강남구 학동로20길 55 (논현동),06115,해림대중탕,20170630092628,I,2018-08-31 23:59:59.0,공동탕업,202354.255          ,445312.535          ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1993-00257,19930709,,03,폐업,02,폐업,19971231,,,,0205110107,552.71,135895,서울특별시 강남구 신사동 632-0번지 ,,,청학대중탕,20021026000000,I,2018-08-31 23:59:59.0,공동탕업,202909.890203681    ,446838.222266454    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1993-00258,19930924,,03,폐업,02,폐업,20000225,,,,0205389933,738.84,135921,서울특별시 강남구 역삼동 727-8번지 ,,,청화목욕탕,20011030000000,I,2018-08-31 23:59:59.0,공동탕업,203372.036181772    ,443913.729321223    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1993-00264,19930116,,03,폐업,02,폐업,20040914,,,,02 5295988,420.97,135804,서울특별시 강남구 개포동 189-5번지 ,,,수정탕,20021121000000,I,2018-08-31 23:59:59.0,공동탕업,206133.870589346    ,442495.244980358    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1993-00265,19930920,,03,폐업,02,폐업,20201007,,,,02 5151248,643.77,135870,서울특별시 강남구 삼성동 58-1,서울특별시 강남구 학동로 524 (삼성동),06085,청담불한증막,20201007143651,U,2019-10-31 00:09:00.0,한증막업,204916.397767892,446360.591782055,,,,,,,,,,,,,,,,,,,,,,
3220000,3220000-202-1993-00266,19930915,,01,영업/정상,01,영업,,,,,02 5671101,164.58,135907,서울특별시 강남구 역삼동 603번지 ,서울특별시 강남구 봉은사로 130 (역삼동),06124,노보텔앰배서더강남,20190329163321,U,2019-03-31 02:40:00.0,공동탕업,202482.701418444    ,444787.812950605    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1994-00218,19940830,,03,폐업,02,폐업,20130423,,,,02 5442711,661.54,135811,서울특별시 강남구 논현동 2-9번지 ,서울특별시 강남구 도산대로4길 13 (논현동),06038,신사불한증막,20130408092717,I,2018-08-31 23:59:59.0,한증막업,201823.394492126    ,445942.992629187    ,한증막업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,0,0,N
3220000,3220000-202-1994-00248,19940221,,03,폐업,02,폐업,20030306,,,,02 4590573,296.88,135943,서울특별시 강남구 일원동 641-1번지 ,,,광일탕,20030423000000,I,2018-08-31 23:59:59.0,공동탕업,207563.895          ,443559.94           ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1994-00250,19940317,,03,폐업,02,폐업,20030218,,,,,611.63,135815,서울특별시 강남구 논현동 32-13번지 ,,,뉴프라자대중탕,20030228000000,I,2018-08-31 23:59:59.0,공동탕업,202418.98149853     ,446109.936820334    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1994-00251,19940531,,03,폐업,02,폐업,20010630,,,,0234621357,602.19,135857,서울특별시 강남구 도곡동 545-7번지 ,,,성원탕,20020824000000,I,2018-08-31 23:59:59.0,공동탕업,203366.928030283    ,443251.012839213    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1994-00252,19941103,,03,폐업,02,폐업,20080401,,,,0205613700,660.00,135080,서울특별시 강남구 역삼동 747-3번지 ,4 ,,,명우대중목욕탕,20030315000000,I,2018-08-31 23:59:59.0,공동탕업,203241.200111897    ,443708.650395775    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1995-00174,19950227,,03,폐업,02,폐업,20030905,,,,0234460095,732.31,135826,서울특별시 강남구 논현동 190-5번지 ,,,아선불한증막,20030908000000,I,2018-08-31 23:59:59.0,한증막업,202750.998310841    ,445165.896444114    ,한증막업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1995-00177,19950322,,03,폐업,02,폐업,20041228,,,,02 5597023,1,015.17,135090,서울특별시 강남구 삼성동 159-8번지 ,지상3층 ,,,메트로폴리탄,20030315000000,I,2018-08-31 23:59:59.0,공동탕업,205314.159889285    ,445204.709309676    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1995-00178,19950403,,01,영업/정상,01,영업,,,,,0234518000,620.09,135907,서울특별시 강남구 역삼동 602,서울특별시 강남구 봉은사로 120 (역삼동),06124,르 메르디앙 서울 호텔,20201229111602,U,2019-11-01 21:01:00.0,공동탕업,202299.611121179,444739.274032656,,,,,,,,,,,,,,,,,,,,,,
3220000,3220000-202-1995-00181,19951204,,01,영업/정상,01,영업,,,,,0234408262,1,267.83,135832,서울특별시 강남구 논현동 248-7번지 ,서울특별시 강남구 언주로 640 (논현동),06098,아이피호텔휘트니스,20090622092230,I,2018-08-31 23:59:59.0,공동탕업,203102.074986325    ,445751.652027981    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
