"운영형태","관리기관명","주차장명","주차장관리번호","소재지지번주소","소재지도로명주소","전화번호","주차장유형","주차구획수","평일운영시작시각","평일운영종료시각","토요일운영시작시각","토요일운영종료시각","공휴일운영시작시각","공휴일운영종료시각","급지구분","주차기본요금","1일주차권요금","월정기권요금","위도","경도","데이터기준일자","주차장구분","부제시행구분","운영요일","요금정보","주차기본시간","추가단위시간","추가단위요금","1일주차권요금적용시간","결제방법","특기사항","실시간주차면수"
"민간위탁","부산광역시 금정구청","부곡4동공영주차장","2007011300","-","금정구 부곡4동 768-39","010-3268-0885","노외","32","00:00","24:00","-","-","-","-","4","600","2400","52000","129.094","35.219","03/02/2012","공영","-","-","-","10","10","600","-","-","-","-"
"민간위탁","부산광역시 금정구청","서1동제1공영주차장","2007010001","-","금정구 서1동 161-26","010-3560-3305","노외","331","00:00","24:00","-","-","-","-","2","1800","8000","160000","129.09","35.26","07/30/2014","공영","-","-","-","10","10","1800","-","-","-","-"
"민간위탁","부산광역시 금정구청","안뜰로소규모공동주차장","2007011109","-","금정구 구서2동 178-21","-","노외","20","-","-","-","-","-","-","4","0","0","40000","129.093","35.257","08/18/2009","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 금정구청","부곡2동공영주차장","2007010008","-","금정구 부곡2동 294-20","051-513-5514","노외","78","00:00","24:00","-","-","-","-","4","600","2400","52000","129.092","35.228","03/09/2009","공영","-","-","-","10","10","600","-","-","-","-"
"민간위탁","부산광역시 금정구청","금사동 소규모공동주차장","2007011171","-","금정구 금사회동동 50-10","-","노외","18","-","-","-","-","-","-","4","600","2400","40000","129.113","35.222","08/18/2009","공영","-","-","-","10","10","600","-","-","-","-"
"민간위탁","부산광역시 금정구청","남산동꽃님공영주차장","2007010010","-","금정구 남산동 967-1","-","노외","46","00:00","24:00","-","-","-","-","4","600","2400","52000","129.087","35.272","01/12/2011","공영","-","-","-","10","10","600","-","-","-","-"
"시설관리공단위탁","부산광역시 금정구청","도시철도 장전역","2007011207","-","금정구 부곡3동 242","051-860-7709","노외","192","24:00","00:00","24:00","00:00","24:00","00:00","2","300","8000","160000","129.102","35.248","06/16/2016","공영","-","-","-","10","10","300","-","-","-","-"
"시설관리공단위탁","부산광역시 금정구청","도시철도구서역","2007011184","-","금정구 구서1동 475","051-860-7706","노외","279","24:00","00:00","24:00","00:00","24:00","00:00","2","300","8000","160000","129.091","35.245","06/03/2016","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 금정구청","회동동 노상공영주차장","2007001312","-","금정구 금사회동동 209-5","-","노상","79","07:00","21:00","-","-","-","-","4","600","2400","0","129.117","35.226","07/30/2014","공영","-","-","-","10","10","600","-","-","-","-"
"시설관리공단위탁","부산광역시 금정구청","도시철도 노포역","2007011298","-","금정구 청룡노포동 133","051-860-7704","노외","394","00:00","24:00","00:00","24:00","00:00","24:00","3","200","4700","90000","129.086","35.277","02/04/2019","공영","-","-","-","10","10","200","-","-","-","-"
"민간위탁","부산광역시 금정구청","남산동금정농협앞 노상공영주차장","2009000001","-","금정구 남산동 320-19","-","노상","13","08:00","20:00","-","-","-","-","4","100","2400","52000","129.089","35.272","03/07/2013","공영","-","-","-","10","10","100","-","-","-","-"
"구(군)직영","부산광역시 강서구청","명지오션시티 중앙상가로 공영주차장","2012000001","-","강서구  3282","-","노상","75","00:00","24:00","00:00","24:00","00:00","24:00","기타","0","0","0","-","-","08/18/2020","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 강서구청","명지시장공영주차장","2016000001","강서구 신포길17번길 8 (명지동 1-437)","-","051-271-2234","노외","15","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","08/18/2020","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 강서구청","명지I.C공영주차장","2008001022","-","강서구  1-395","051-271-2234","노상","36","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","08/18/2020","공영","-","-","-","10","10","100","-","-","-","-"
"구(군)직영","부산광역시 강서구청","녹산산단 공영주차장","2008001024","강서구 녹산산단262로50번길 53 (송정동 1759)","-","051-970-4835","노외","144","00:00","24:00","00:00","24:00","00:00","24:00","기타","0","0","0","128.84","35.084","08/18/2020","공영","-","-","-","10","10","0","-","-","-","-"
"구(군)직영","부산광역시 강서구청","대항공영주차장","2014000001","강서구 가덕해안로 1187 (대항동 194-1) 대항동 산13-26","-","-","노외","89","00:00","24:00","00:00","24:00","00:00","24:00","기타","0","0","0","-","-","08/18/2020","공영","-","-","-","10","10","0","-","-","-","-"
"구(군)직영","부산광역시 강서구청","행복마을 공영주차장","2018000002","강서구 명지오션시티10로 132 (명지동 3254-7)","-","-","노외","16","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","08/18/2020","공영","-","-","-","10","10","-","-","-","-","-"
"구(군)직영","부산광역시 강서구청","봉림이주단지주차장","2019000002","강서구","-","-","노외","11","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","06/18/2019","공영","-","-","-","10","10","-","-","-","-","-"
"구(군)직영","부산광역시 강서구청","생곡동1502-3","2019000010","강서구","-","-","노외","6","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","06/18/2019","공영","-","-","-","10","10","-","-","-","-","-"
"구(군)직영","부산광역시 강서구청","녹산동546-72","2019000020","강서구","-","-","노외","36","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","09/18/2019","공영","-","-","-","10","10","-","-","-","-","-"
"구(군)직영","부산광역시 강서구청","대저2동1860-5","2019000014","강서구","-","-","노외","12","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","06/18/2019","공영","-","-","-","10","10","-","-","-","-","-"
"구(군)직영","부산광역시 강서구청","대저2동1870-69","2019000016","강서구","-","-","노외","25","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","06/18/2019","공영","-","-","-","10","10","-","-","-","-","-"
"구(군)직영","부산광역시 강서구청","대저2동1287-32","2019000017","강서구","-","-","노외","6","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","09/18/2019","공영","-","-","-","10","10","-","-","-","-","-"
"구(군)직영","부산광역시 강서구청","지양곡 공영주차장","2018000001","강서구 가덕해안로 1001 (천성동 271-13) 천성동 270-2 일원","-","-","노외","99","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","08/18/2020","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 사하구청","신평패션칼라산업단지 노상","2013000002","사하구 신산로 11 (신평동 654-2) 도로상","-","-","노상","94","08:00","20:00","08:00","15:00","-","-","4","100","2400","0","-","-","07/29/2014","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","하단1동 유수지 공영주차장","2013000003","사하구 하신번영로 243 (하단동 1172) 일원","-","-","노외","46","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","07/29/2014","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","동주마루 공영주차장","2013000004","-","사하구 괴정2동 378-57  일원","-","노외","48","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","07/29/2014","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","감내공영주차장","2014000001","-","사하구 감천2동 16-485","-","노외","50","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","07/29/2014","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","신평골목시장 노상공영주차장","2014000002","-","사하구 신평1동 33-166 일원","-","노상","0","08:00","21:00","08:00","21:00","08:00","21:00","4","100","2400","0","128.978","35.091","09/29/2017","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","신평골목시장 공영주차장","2018000003","사하구 다대로116번길 13 (신평동 99-9)","-","010-4779-4493","노외","43","00:00","00:24","00:00","00:24","00:00","00:24","3","200","4700","90000","-","-","09/28/2018","공영","-","-","-","10","10","200","-","-","-","-"
"민간위탁","부산광역시 사하구청","장림포구 공영주차장","2019000003","사하구 장림로93번길 72 (장림동 1092)","-","-","노상","98","08:00","20:00","08:00","20:00","08:00","20:00","-","-","-","-","-","-","02/12/2019","공영","-","-","-","10","10","-","-","-","-","-"
"시설관리공단위탁","부산광역시 사하구청","도시철도 하단역","2019000002","사하구","-","860-7713","노외","151","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","02/04/2019","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 사하구청","회화나무 공영주차장","2015000001","사하구 괴정로 283-1 (괴정동 514-4)","-","-","노외","62","08:00","24:00","08:00","24:00","08:00","24:00","3","100","2400","52000","128.992","35.097","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","다대포해변공원 공영주차장","2015000002","-","사하구 다대1동 482-3  외 1552-20","-","노외","386","00:00","24:00","00:00","24:00","00:00","24:00","3","100","2400","52000","-","-","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","하단동 광장 공영주차장","2018000004","사하구","-","-","노외","42","00:00","00:00","00:00","00:00","00:00","00:00","3","200","4700","90000","-","-","11/06/2018","공영","-","-","-","10","10","200","-","-","-","-"
"민간위탁","부산광역시 사하구청","하단1동 공영주차장","2019000001","사하구 제석로12번길 12 (하단동 24)","-","-","노외","60","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","01/17/2019","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 사하구청","감천1동 공영주차장","2019000004","사하구 감천로 99 (감천동 486-3)","-","-","노외","105","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","02/26/2019","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 사하구청","에코팩토리 존 노상공영주차장","2019000005","사하구 신산로 11 (신평동 654-2)","-","-","노상","42","08:00","20:00","08:00","15:00","00:00","00:00","-","-","-","-","-","-","08/20/2019","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 사하구청","장림골목시장 공영주차장","2019000006","사하구","-","-","노외","3","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","09/04/2019","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 사하구청","장림공영주차장","2007011045","-","사하구 장림1동 328-4","-","노외","56","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","128.967","35.082","07/29/2014","공영","-","-","-","10","10","100","-","-","-","-"
"구(군)직영","부산광역시 사하구청","다대포해수욕장(간이)","2007011151","-","사하구 다대1동 482-3","-","노외","148","-","-","-","-","-","-","기타","0","0","0","128.968","35.047","07/12/2010","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 사하구청","장림복합공영주차장","2007011031","-","사하구 장림1동 1144-1","-","노외","236","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","128.961","35.081","07/29/2014","공영","-","-","-","10","10","100","-","-","-","-"
"시설관리공단위탁","부산광역시 사하구청","도시철도 하단역 공영주차장","2009000025","-","사하구 하단1동 599","051-860-7713","노외","151","24:00","00:00","24:00","00:00","24:00","00:00","3","300","8000","160000","-","-","07/30/2014","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 사하구청","괴정2동 대성아파트주변","2010000001","-","사하구 괴정2동 193-25","-","노외","16","00:00","24:00","-","-","-","-","4","-","-","40000","-","-","01/03/2010","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 사하구청","괴정3동 삼성연립앞 소규모","2010000002","-","사하구 괴정3동 455-2","-","노외","22","00:00","24:00","-","-","-","-","4","0","0","40000","-","-","01/03/2010","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 사하구청","다대2동공영주차장","2010000004","-","사하구 다대2동 1588","-","노외","66","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","128.981","35.059","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 금정구청","장전1동공영주차장","2012000001","-","금정구 장전1동 130-15 130-15","-","노외","35","00:00","24:00","-","-","-","-","4","100","2400","52000","129.084","35.238","04/27/2012","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 금정구청","가마실로소규모공동주차장","2009000004","-","금정구 부곡1동 308-7","-","노외","16","00:00","24:00","-","-","-","-","4","100","2400","52000","129.093","35.225","10/08/2009","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 금정구청","금양13로 소규모공동주차장","2009000003","-","금정구 부곡2동 336-17","-","노외","19","-","-","-","-","-","-","4","100","2400","52000","129.093","35.231","08/06/2009","공영","-","-","-","10","10","100","-","-","-","-"
"시설관리공단위탁","부산광역시 금정구청","도시철도 부산대역(북측)","2007011088","-","금정구 장전1동 399","051-860-7707","노외","249","00:00","24:00","00:00","24:00","00:00","24:00","2","300","8000","160000","129.088","35.233","02/04/2019","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 금정구청","만남의광장공영주차장","2018000001","금정구 중앙대로 1810 (구서동 481-1) 일원","-","-","노외","144","00:00","00:00","00:00","00:00","00:00","00:00","4","100","2400","52000","129.095","35.247","07/30/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 금정구청","부곡4동삼차로공영주차장","2018000002","금정구 서동로72번길 22-1 (부곡동 737-166) 부곡4동삼차로 공영주차장","-","-","노외","70","00:00","00:00","00:00","00:00","00:00","00:00","4","100","2400","52000","129.094","35.219","05/28/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 금정구청","온천천복개도로(옛냇길)노상공영","2007001157","-","금정구 남산동 18-2","-","노상","88","08:00","20:00","-","-","-","-","4","600","2400","0","129.089","35.272","07/30/2014","공영","-","-","-","10","10","600","-","-","-","-"
"시설관리공단위탁","부산광역시 금정구청","도시철도 부산대역(남측)","2007011338","-","금정구 부곡2동 441-27","051-860-7701","노외","233","00:00","24:00","00:00","24:00","00:00","24:00","2","300","8000","160000","129.089","35.228","02/04/2019","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 금정구청","서1동제2공영주차장","2007010002","-","금정구 서1동 509-2","010-9233-4078","노외","87","00:00","24:00","-","-","-","-","4","600","2400","52000","129.097","35.219","05/15/2012","공영","-","-","-","10","10","600","-","-","-","-"
"민간위탁","부산광역시 금정구청","서2동공영주차장","2007011301","-","금정구 서2동 200-3","051-523-4363","노외","73","00:00","24:00","00:00","24:00","00:00","24:00","2","1800","8000","160000","129.092","35.253","03/28/2019","공영","-","-","-","10","10","1800","-","-","-","-"
"시설관리공단위탁","부산광역시 금정구청","도시철도 남산역","2007011110","-","금정구 남산동 893-8","051-860-7712","노외","210","00:00","24:00","00:00","24:00","00:00","24:00","3","200","4700","90000","129.093","35.265","02/04/2019","공영","-","-","-","10","10","200","-","-","-","-"
"민간위탁","부산광역시 금정구청","금사동 제1 공영주차장","2007010007","-","금정구 금사회동동 527-3","-","노외","49","00:00","24:00","-","-","-","-","4","600","2400","52000","129.109","35.221","12/05/2013","공영","-","-","-","10","10","600","-","-","-","-"
"민간위탁","부산광역시 금정구청","온천장북측공영주차장","2007011362","-","동래구 온천1동 896-3","051-919-8668","노외","185","00:00","24:00","-","-","-","-","3","1100","4700","90000","129.08","35.214","07/16/2014","공영","-","-","-","10","10","1100","-","-","-","-"
"민간위탁","부산광역시 금정구청","구서IC 화물","2008000003","-","금정구 구서1동 481-3","010-6471-7762","노외","84","24:00","00:00","24:00","00:00","24:00","00:00","4","100","2400","52000","129.095","35.249","06/16/2016","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 금정구청","서2동오차로공영주차장","2008000010","-","금정구 서2동 302-1049","-","노외","29","00:00","24:00","-","-","-","-","4","100","2400","52000","129.099","35.215","05/15/2012","공영","-","-","-","10","10","100","-","-","-","-"
"구(군)직영","부산광역시 금정구청","범어사상마공영주차장","2013000001","-","금정구 청룡노포동 435-19  435-19외 13","-","노외","115","-","-","-","-","-","-","4","100","2400","52000","129.074","35.28","02/04/2013","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 금정구청","서3동제3공영주차장","2013000002","-","금정구 서3동 167-2","-","노외","22","00:00","24:00","-","-","-","-","4","100","2400","52000","129.102","35.217","02/07/2013","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 해운대구청","송정 호안도로 노상A공영주차장","2019000038","해운대구   송정굴다리~GS25시","-","-","노상","82","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","09/17/2019","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 해운대구청","송정광어골 노상 공영주차장","2019000040","해운대구   광어골 입구~샤브그린","-","-","노상","67","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","09/17/2019","공영","-","-","-","10","10","-","-","-","-","-"
"구(군)직영","부산광역시 해운대구청","청사포공영주차장","2020000001","해운대구","-","-","노외","56","09:00","18:00","09:00","18:00","09:00","18:00","-","-","-","-","-","-","03/16/2020","공영","-","-","-","10","10","-","-","-","-","-"
"시설관리공단위탁","부산광역시 해운대구청","해운대광장 공영주차장","2019000001","-","-","860-7715","노외","138","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","02/04/2019","공영","-","-","-","10","10","-","-","-","-","-"
"시설관리공단위탁","부산광역시 해운대구청","중동 이마트 옆 공영주차장","2019000010","해운대구","-","860-7752","노외","80","09:00","18:00","09:00","18:00","09:00","18:00","-","-","-","-","-","-","02/04/2019","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 해운대구청","반여2동제1공영주차장","2019000026","해운대구","-","-","노외","274","08:00","20:00","08:00","20:00","08:00","20:00","-","-","-","-","-","-","07/22/2019","공영","-","-","-","10","10","-","-","-","-","-"
"시설관리공단위탁","부산광역시 해운대구청","도시철도 장산역 2번 공영주차장","2019000005","해운대구","-","860-7714","노외","105","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","02/04/2019","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 사하구청","청라어린이집주변","2010000005","-","사하구 당리동 311-7","-","노외","15","00:00","24:00","-","-","-","-","4","-","-","40000","-","-","09/02/2010","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 사하구청","하단2동에덴시장주변","2011000001","-","사하구 하단2동 487-11","-","노외","24","00:00","24:00","-","-","-","-","4","0","0","40000","-","-","09/19/2014","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 사하구청","장림동 동원로얄듀크아파트 노상공영주차장","2012000001","-","사하구 장림1동 875-4","-","노상","62","08:00","20:00","08:00","15:00","00:00","00:00","4","100","2400","0","-","-","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","신평2동노상복합공영주차장","2012000002","-","사하구 신평2동 370-16","051-220-3334","노상","170","08:00","20:00","08:00","15:00","-","-","4","100","2400","0","-","-","01/29/2015","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","장림2동 노상공영주차장","2012000003","-","사하구 장림2동 569-1","-","노상","86","08:00","20:00","08:00","15:00","00:00","00:00","4","100","2400","0","-","-","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","신평장림산업단지 공영주차장","2008000003","-","사하구 신평1동 545-2","-","노외","140","00:00","24:00","00:00","00:00","00:00","00:00","3","100","2400","52000","128.973","35.089","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","신평1동 천수내과주변 소규모 공동주차장","2008000004","-","사하구 신평1동 146-31","-","노외","16","00:00","24:00","-","-","-","-","4","0","0","40000","128.976","35.093","01/03/2010","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 사하구청","지하철신평역앞","2007004042","-","사하구 신평2동 665","-","노상","62","08:00","20:00","08:00","15:00","-","-","3","200","4700","0","128.96","35.094","07/31/2017","공영","-","-","-","10","10","200","-","-","-","-"
"구(군)직영","부산광역시 사하구청","방파제입구","2008000005","-","사하구 구평동 472-15","-","노상","87","-","-","-","-","-","-","기타","0","0","0","128.999","35.049","01/13/2009","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 사하구청","감천1동 부일외고진입로변","2009000005","-","사하구 감천1동 716-3","-","노외","18","00:00","24:00","-","-","-","-","4","0","0","40000","129","35.09","01/03/2010","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 사하구청","괴정천복개로(당리동)","2009000007","-","사하구 당리동 333  도로상","-","노상","89","08:00","20:00","08:00","15:00","00:00","00:00","3","100","2400","0","128.977","35.101","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","괴정천복개로(하단동)","2009000008","-","사하구 하단1동 870-6  도로상","-","노상","133","08:00","20:00","08:00","15:00","00:00","00:00","3","100","2400","0","128.968","35.103","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"구(군)직영","부산광역시 사하구청","감천1동천마산산복도로","2009000011","-","사하구 감천1동 48-3","-","노상","128","-","-","-","-","-","-","기타","0","0","0","129.01","35.085","08/24/2009","공영","-","-","-","10","10","0","-","-","-","-"
"구(군)직영","부산광역시 사하구청","감천2동천마산산복도로","2009000012","-","사하구 감천2동 13-1114","-","노상","77","-","-","-","-","-","-","기타","0","0","0","129.011","35.093","08/24/2009","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 사하구청","당리동 소규모공동","2009000014","-","사하구 당리동 78-1","-","노외","20","00:00","24:00","-","-","-","-","4","0","0","40000","128.976","35.105","01/03/2010","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 사하구청","신평1동 백남탕옆 소규모공동주차장","2009000015","-","사하구 신평1동 84-11","-","노외","20","00:00","24:00","-","-","-","-","4","0","0","40000","128.976","35.091","01/03/2010","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 사하구청","산수탕옆 소규모공동주차장","2009000017","-","사하구 괴정2동 190-12","-","노외","17","00:00","24:00","-","-","-","-","4","0","0","40000","129.005","35.107","01/03/2010","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 사하구청","감천2동 공영주차장","2009000022","-","사하구 감천2동 12","-","노외","40","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.009","35.096","07/29/2014","공영","-","-","-","10","10","100","-","-","-","-"
"구(군)직영","부산광역시 사하구청","다대3지구 시간제노상주차장","2009000024","-","사하구 다대2동 113-21","-","노상","80","-","-","-","-","-","-","기타","0","0","0","128.979","35.065","09/14/2009","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 사하구청","하단5일상설시장 노상공영주차장","2016000001","-","사하구 하단1동 621","-","노상","42","00:80","00:21","00:80","02:10","00:80","00:21","3","200","4700","50000","128.971","35.104","12/10/2018","공영","-","-","-","10","10","200","-","-","-","-"
"민간위탁","부산광역시 사하구청","을숙도공영주차장","2016000002","-","사하구 하단2동 1149-29","-","노외","340","08:00","24:00","08:00","24:00","08:00","24:00","4","100","2400","52000","-","-","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","감천문화마을 공영주차장","2017000001","-","사하구 감천2동 18-3","-","노외","32","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","06/16/2017","공영","-","-","-","10","10","100","-","-","-","-"
"민간운영","부산광역시 사하구청","을숙도 공영주차장 전기자동차 충전시설","2017000002","-","사하구 하단2동 1149-29  1149-35번지 테니스장 앞 주차장 내","-","노외","2","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","11/02/2017","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","신평골목시장 노외 공영주차장","2017000003","사하구 다대로116번길 13 (신평동 99-9)","-","-","노외","0","00:00","24:00","00:00","24:00","00:00","24:00","3","200","4700","90000","-","-","11/23/2017","공영","-","-","-","10","10","200","-","-","-","-"
"민간위탁","부산광역시 사하구청","사릿골 공영주차장","2018000001","-","사하구 괴정3동 237-11","-","노외","27","00:00","24:00","00:00","24:00","00:00","24:00","3","200","4700","90000","-","-","01/17/2018","공영","-","-","-","10","10","200","-","-","-","-"
"민간위탁","부산광역시 사하구청","장림 노외 공영주차장","2018000002","-","사하구 장림1동 853-10 853-35번지 일원","-","노외","54","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","03/12/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","화천아파트뒤","2007004113","-","사하구 장림1동 662-6","-","노상","45","08:00","20:00","08:00","15:00","00:00","00:00","4","100","2400","0","128.968","35.083","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","사하구청앞","2007004218","-","사하구 당리동 317-100","-","노상","29","08:00","20:00","08:00","15:00","-","-","2","300","8000","0","128.975","35.104","07/29/2014","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 사하구청","을숙도공영주차장","2007011093","-","사하구 하단2동 1151-14","-","노외","0","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","128.945","35.109","07/29/2014","공영","-","-","-","10","10","100","-","-","-","-"
"구(군)직영","부산광역시 사하구청","다대포해수욕장","2007011152","-","사하구 다대1동 482-3","-","노외","0","-","-","-","-","-","-","기타","0","0","0","128.968","35.047","07/12/2010","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 사하구청","감정초교지하","2007011112","-","사하구 감천2동 10-2","-","노외","79","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.011","35.097","07/29/2014","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","신평2동 동성화학 앞 노상공영주차장","2012000004","-","사하구 신평2동 370-116","-","노상","52","08:00","20:00","08:00","15:00","00:00","00:00","4","100","2400","0","-","-","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 사하구청","다대1동 초롱공원 공영주차장","2013000001","사하구 다대동로 31 (다대동 820-12)","-","070-4409-7092","노외","50","-","-","-","-","-","-","4","100","2400","52000","-","-","01/05/2013","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 북구청","(20구역)소규모(덕성노인대학뒤)","2016000007","북구 만덕대로77번길 21 (덕천동 357-4)","-","-","노외","32","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","05/16/2016","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 북구청","덕천3동 공영주차장","2016000008","-","북구 덕천3동 139-5","051-309-4502","노외","126","00:00","00:24","00:00","00:24","00:00","00:24","4","100","2400","52000","-","-","11/07/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 북구청","(18구역)소규모공동주차장","2017000001","북구 시랑로21번길 73 (구포동 1205-62)","-","051-309-6201","노외","13","08:00","20:00","08:00","20:00","08:00","20:00","4","0","0","40000","-","-","10/24/2017","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 북구청","덕천 공영주차장","2007011264","-","북구 덕천1동 457-35","051-343-6860","노외","112","08:00","20:00","08:00","20:00","08:00","20:00","4","100","2400","52000","129.01","35.215","08/04/2014","공영","-","-","-","10","10","100","-","-","-","-"
